LOCUTOR(A) DE MENSAGENS FONADAS E AO VIVO INDEPENDENTE ;9609-2/99
MÁGICO(A) INDEPENDENTE ;9329-8/99
MANICURE/PEDICURE INDEPENDENTE ;9602-5/01
MAQUIADOR(A) INDEPENDENTE ;9602-5/02
MARCENEIRO (A) SOB ENCOMENDA OU NÃO INDEPENDENTE ;3101-2/00
MARMITEIRO(A) INDEPENDENTE ;5620-1/04
MECÂNICO(A) DE MOTOCICLETAS E MOTONETAS INDEPENDENTE ;4543-9/00
MECÂNICO(A) DE VEÍCULOS INDEPENDENTE ;4520-0/01
MERCEEIRO(A)/VENDEIRO(A) INDEPENDENTE ;4712-1/00
MERGULHADOR(A) (ESCAFANDRISTA) INDEPENDENTE ;7490-1/02
MOENDEIRO(A) INDEPENDENTE ;1069-4/00
MONTADOR(A) DE MÓVEIS INDEPENDENTE ;3329-5/01
MONTADOR(A) E INSTALADOR DE SISTEMAS E EQUIPAMENTOS DE ILUMINAÇÃO E SINALIZAÇÃO EM VIAS PÚBLICAS, PORTOS E AEROPORTOS INDEPENDENTE;4329-1/04
MOTOBOY INDEPENDENTE 5320-2/02;5320-2/02
MOTORISTA (POR APLICATIVO OU NÃO) INDEPENDENTE ;5229-0/99
MOTOTAXISTA INDEPENDENTE;4923-0/01
MOVELEIRO(A) INDEPENDENTE ;3103-9/00
MOVELEIRO(A) DE MÓVEIS METÁLICOS INDEPENDENTE ;3102-1/00
OLEIRO(A) INDEPENDENTE;2342-7/02
ORGANIZADOR(A) DE EXCURSÕES EM VEÍCULO PRÓPRIO, MUNICIPAL INDEPENDENTE;4929-9/03
OURIVES INDEPENDENTE;9529-1/06
PADEIRO(A) INDEPENDENTE ;1091-1/01
PANFLETEIRO(A) INDEPENDENTE ;7319-0/02
PAPELEIRO(A) INDEPENDENTE ;4761-0/03
PASTILHEIRO(A) INDEPENDENTE ;4330-4/05
PEDREIRO INDEPENDENTE ;4399-1/03
PEIXEIRO(A) INDEPENDENTE ;4722-9/02
PINTOR(A) DE AUTOMÓVEIS INDEPENDENTE;4520-0/02
PINTOR(A) DE PAREDE INDEPENDENTE ;4330-4/04
PIPOQUEIRO(A) INDEPENDENTE ;5612-1/00
PISCINEIRO(A) INDEPENDENTE ;8129-0/00
PIZZAIOLO(A) EM DOMICÍLIO INDEPENDENTE ;5620-1/02
POCEIRO/CISTERNEIRO/CACIMBEIRO INDEPENDENTE ;4399-1/05
PRESTADOR(A) DE SERVIÇOS DE COLHEITA, SOB CONTRATO DE EMPREITADA, INDEPENDENTE ;0161-0/03
PRESTADOR(A) DE SERVIÇOS DE PODA, SOB CONTRATO DE EMPREITADA, INDEPENDENTE ;0161-0/02
PRESTADOR(A) DE SERVIÇOS DE PREPARAÇÃO DE TERRENOS, SOB CONTRATO DE EMPREITADA, INDEPENDENTE;0161-0/03
PRESTADOR(A) DE SERVIÇOS DE ROÇAGEM, DESTOCAMENTO, LAVRAÇÃO, GRADAGEM E SULCAMENTO, SOB CONTRATO DE EMPREITADA, INDEPENDENTE;0161-0/03
PRESTADOR(A) DE SERVIÇOS DE SEMEADURA, SOB CONTRATO DE EMPREITADA, INDEPENDENTE; 0161-0/03
PROFESSOR(A) PARTICULAR INDEPENDENTE ;8599-6/99
PROMOTOR(A) DE EVENTOS INDEPENDENTE ;8230-0/01
PROMOTOR(A) DE TURISMO LOCAL INDEPENDENTE ;7990-2/00
PROMOTOR(A) DE VENDAS INDEPENDENTE ;7319-0/02
PROPRIETÁRIO(A) DE ALBERGUE NÃO ASSISTENCIAL INDEPENDENTE ;5590-6/01
PROPRIETÁRIO(A) DE BAR E CONGÊNERES, COM ENTRETENIMENTO,INDEPENDENTE ;5611-2/05
PROPRIETÁRIO(A) DE BAR E CONGÊNERES, SEM ENTRETENIMENTO, INDEPENDENTE ;5611-2/04
PROPRIETÁRIO(A) DE CAMPING INDEPENDENTE ;5590-6/02
PROPRIETÁRIO(A) DE CANTINAS INDEPENDENTE ;5620-1/03
PROPRIETÁRIO(A) DE CARRO DE SOM PARA FINS PUBLICITÁRIOS INDEPENDENTE ;7319-0/99
PROPRIETÁRIO(A) DE CASA DE CHÁ INDEPENDENTE ;5611-2/03
PROPRIETÁRIO(A) DE CASA DE SUCOS INDEPENDENTE;5611-2/03
PROPRIETÁRIO(A) DE CASAS DE FESTAS E EVENTOS INDEPENDENTE ;8230-0/02
PROPRIETÁRIO(A) DE ESTACIONAMENTO DE VEÍCULOS INDEPENDENTE ;5223-1/00
PROPRIETÁRIO(A) DE FLIPERAMA INDEPENDENTE ;9329-8/04
PROPRIETÁRIO(A) DE HOSPEDARIA INDEPENDENTE ;5590-6/99
PROPRIETÁRIO(A) DE LANCHONETE INDEPENDENTE ;5611-2/03
PROPRIETÁRIO(A) DE PENSÃO INDEPENDENTE ;5590-6/03
PROPRIETÁRIO(A) DE RESTAURANTE INDEPENDENTE;5611-2/01
PROPRIETÁRIO(A) DE SALA DE ACESSO À INTERNET INDEPENDENTE ;8299-7/07
PROPRIETÁRIO(A) DE SALÃO DE JOGOS DE SINUCA E BILHAR INDEPENDENTE 9329-8/03;9329-8/03
QUEIJEIRO(A)/ MANTEIGUEIRO(A) INDEPENDENTE ;1052-0/00
QUITANDEIRO(A) INDEPENDENTE;4724-5/00
QUITANDEIRO(A) AMBULANTE INDEPENDENTE;5612-1/00
RECICLADOR(A) DE BORRACHA, MADEIRA, PAPEL E VIDRO INDEPENDENTE ;3839-4/99
RECICLADOR (A) DE MATERIAIS METÁLICOS, EXCETO ALUMÍNIO INDEPENDENTE ;3831-9/99
RECICLADOR (A) DE MATERIAIS PLÁSTICOS INDEPENDENTE ;3832-7/00
RECICLADOR (A) DE SUCATAS DE ALUMÍNIO INDEPENDENTE ;3831-9/01
REDEIRO(A) INDEPENDENTE ;1353-7/00
RELOJOEIRO(A) INDEPENDENTE ;9529-1/03
RENDEIRO(A) INDEPENDENTE ;1359-6/00
REPARADOR(A) DE APARELHOS E EQUIPAMENTOS PARA DISTRIBUIÇÃO E CONTROLE DE ENERGIA ELÉTRICA INDEPENDENTE ;3313-9/99
REPARADOR (A) DE ARTIGOS DE TAPEÇARIA INDEPENDENTE ;9529-1/05
REPARADOR(A) DE ARTIGOS E ACESSÓRIOS DO VESTUÁRIO INDEPENDENTE ;9529-1/99
REPARADOR(A) DE BALANÇAS INDUSTRIAIS E COMERCIAIS INDEPENDENTE ;3314-7/10
REPARADOR(A) DE BATERIAS E ACUMULADORES ELÉTRICOS, EXCETO PARA VEÍCULOS INDEPENDENTE ;3313-9/02
REPARADOR(A) DE BICICLETA INDEPENDENTE ;9529-1/04
REPARADOR(A) DE BRINQUEDOS INDEPENDENTE ;9529-1/99
REPARADOR(A) DE CORDAS, VELAMES E LONAS INDEPENDENTE ;3319-8/00
REPARADOR(A) DE EMBARCAÇÕES PARA ESPORTE E LAZER INDEPENDENTE ;3317-1/02
REPARADOR(A) DE EQUIPAMENTOS ESPORTIVOS INDEPENDENTE ;9529-1/99
REPARADOR(A) DE EQUIPAMENTOS HIDRÁULICOS E PNEUMÁTICOS, EXCETO VÁLVULAS INDEPENDENTE ;3314-7/02
REPARADOR(A) DE EQUIPAMENTOS MÉDICO-HOSPITALARES NÃO ELETRÔNICOS INDEPENDENTE ;3319-8/00
REPARADOR(A) DE EXTINTOR DE INCÊNDIO INDEPENDENTE ;3314-7/10
REPARADOR(A) DE FILTROS INDUSTRIAIS INDEPENDENTE ;3314-7/10
REPARADOR(A) DE GERADORES, TRANSFORMADORES E MOTORES ELÉTRICOS INDEPENDENTE ;3313-9/01
REPARADOR(A) DE GUARDA CHUVA E SOMBRINHAS INDEPENDENTE ;9529-1/99
REPARADOR(A) DE INSTRUMENTOS MUSICAIS INDEPENDENTE ;9529-1/99
REPARADOR(A) DE MÁQUINAS DE ESCREVER, CALCULAR E DE OUTROS EQUIPAMENTOS NÃO ELETRÔNICOS PARA ESCRITÓRIO INDEPENDENTE ;3314-7/09
REPARADOR(A) DE MÁQUINAS E APARELHOS DE REFRIGERAÇÃO E VENTILAÇÃO PARA USO INDUSTRIAL E COMERCIAL INDEPENDENTE;3314-7/07
REPARADOR(A) DE MÁQUINAS GRÁFICA INDEPENDENTE E APARELHOS PARA A INDÚSTRIA ;3314-7/99
REPARADOR(A) DE MÁQUINAS E EQUIPAMENTOS PARA A INDÚSTRIA DA MADEIRA INDEPENDENTE ;3314-7/99
REPARADOR(A) DE MÁQUINAS E EQUIPAMENTOS PARA A INDÚSTRIA TÊXTIL, DO VESTUÁRIO, DO COURO E CALÇADOS INDEPENDENTE;3314-7/20
REPARADOR(A) DE MÁQUINAS E EQUIPAMENTOS PARA AGRICULTURA E PECUÁRIA INDEPENDENTE ;3314-7/11
REPARADOR(A) DE MÁQUINAS E EQUIPAMENTOS PARA AS INDÚSTRIAS DE ALIMENTOS, BEBIDAS E FUMO INDEPENDENTE ;3314-7/19
REPARADOR(A) INDEPENDENTE DE MÁQUINAS MOTRIZES NÃO ELÉTRICAS ;3314-7/01
REPARADOR(A) DE MÁQUINAS PARA BARES E LANCHONETES INDEPENDENTE ;3314-7/10
REPARADOR(A) DE MÁQUINAS PARA ENCADERNAÇÃO INDEPENDENTE ;3314-7/99
REPARADOR(A) DE MÁQUINAS, APARELHOS E EQUIPAMENTOS PARA INSTALAÇÕES TÉRMICAS INDEPENDENTE ;3314-7/06
REPARADOR(A) DE MÓVEIS INDEPENDENTE ;9529-1/05
REPARADOR(A) DE PANELAS (PANELEIRO) INDEPENDENTE ;9529-1/99
REPARADOR(A) DE TANQUES, RESERVATÓRIOS METÁLICOS E CALDEIRAS, EXCETO PARA VEÍCULOS INDEPENDENTE ;3311-2/00
REPARADOR(A) DE TOLDOS E PERSIANAS INDEPENDENTE;9529-1/05
REPARADOR(A) DE TONÉIS, BARRIS E PALETES DE MADEIRA INDEPENDENTE ;3319-8/00
REPARADOR(A) DE TRATORES AGRÍCOLAS INDEPENDENTE ;3314-7/12
REPARADOR(A) DE VEÍCULOS DE TRAÇÃO ANIMAL INDEPENDENTE ;3319-8/00
RESTAURADOR(A) DE INSTRUMENTOS MUSICAIS HISTÓRICOS INDEPENDENTE ;3319-8/00
RESTAURADOR(A) INDEPENDENTE DE JOGOS ACIONADOS POR MOEDAS ;3319-8/00
RESTAURADOR(A) DE LIVROS NDEPENDENTE ;9529-1/99
RESTAURADOR(A) DE OBRAS DE ARTE INDEPENDENTE ;9002-7/02
RETIFICADOR(A) DE MOTORES PARA VEÍCULOS AUTOMOTORES INDEPENDENTE ;2950-6/00
REVELADOR(A) FOTOGRÁFICO INDEPENDENTE ;7420-0/03
SALGADEIRO(A) INDEPENDENTE;5620-1/04
SALINEIRO/EXTRATOR DE SAL MARINHO INDEPENDENTE;0892-4/01
SALSICHEIRO(A)/LINGUICEIRO(A) INDEPENDENTE;1013-9/01
SAPATEIRO(A);9529-1/01
SELEIRO(A) INDEPENDENTE;1529-7/00
SERIGRAFISTA INDEPENDENTE;1813-0/99
SERIGRAFISTA PUBLICITÁRIO INDEPENDENTE;1813-0/01
SERRALHEIRO(A), EXCETO PARA ESQUADRIAS, SOB ENCOMENDA OU NÃO, INDEPENDENTE;2542-0/00
SINTEQUEIRO(A) INDEPENDENTE;4330-4/05
SOLDADOR(A) / BRASADOR(A) INDEPENDENTE;2539-0/01
SORVETEIRO(A) INDEPENDENTE;4729-6/99
SORVETEIRO(A) AMBULANTE INDEPENDENTE; 5612-1/00
TANOEIRO(A) INDEPENDENTE;1623-4/00
TAPECEIRO(A) INDEPENDENTE;1352-9/00
TATUADOR(A) INDEPENDENTE;9609-2/06
TAXISTA INDEPENDENTE;4923-0/01
TECELÃO(Ã) INDEPENDENTE ;1322-7/00
TECELÃO(Ã) DE ALGODÃO INDEPENDENTE;1321-9/00
TÉCNICO(A) DE SONORIZAÇÃO E DE ILUMINAÇÃO INDEPENDENTE;9001-9/06
TÉCNICO(A) DE MANUTENÇÃO DE COMPUTADOR INDEPENDENTE;9511-8/00
TÉCNICO(A) DE MANUTENÇÃO DE ELETRODOMÉSTICOS INDEPENDENTE;9521-5/00
TÉCNICO(A) DE MANUTENÇÃO DE TELEFONIA INDEPENDENTE;9512-6/00
TELHADOR(A) INDEPENDENTE;4399-1/99
TINTUREIRO(A) INDEPENDENTE;9601-7/02
TORNEIRO(A) MECÂNICO INDEPENDENTE;2539-0/01
TOSADOR(A) DE ANIMAIS DOMÉSTICOS INDEPENDENTE;9609-2/08
TOSQUIADOR(A) INDEPENDENTE;0162-8/02
TRANSPORTADOR(A) AQUAVIÁRIO PARA PASSEIOS TURÍSTICOS INDEPENDENTE;5099-8/01
TRANSPORTADOR(A) ESCOLAR INDEPENDENTE;4924-8/00
TRANSPORTADOR(A) DE MUDANÇAS INDEPENDENTE;4930-2/04
TRANSPORTADOR(A) INTERMUNICIPAL COLETIVO DE PASSAGEIROS SOB FRETE EM REGIÃO METROPOLITANA INDEPENDENTE;4929-9/02
TRANSPORTADOR(A) INTERMUNICIPAL E INTERESTADUAL DE TRAVESSIA POR NAVEGAÇÃO FLUVIAL INDEPENDENTE;5091-2/02
TRANSPORTADOR(A) MARÍTIMO DE CARGA INDEPENDENTE;5011-4/01
TRANSPORTADOR(A) MUNICIPAL DE CARGAS NÃO PERIGOSAS(CARRETO) INDEPENDENTE ;4930-2/01
TRANSPORTADOR(A) MUNICIPAL COLETIVO DE PASSAGEIROS SOB FRETE INDEPENDENTE;4929-9/01
TRANSPORTADOR(A) MUNICIPAL DE TRAVESSIA POR NAVEGAÇÃO INDEPENDENTE;5091-2/01
TRANSPORTADOR(A) MUNICIPAL HIDROVIÁRIO DE CARGAS INDEPENDENTE;5021-1/01
TRICOTEIRO(A) INDEPENDENTE;1422-3/00
TRANSPORTADOR AUTÔNOMO DE CARGA - MUNICIPAL;4930-2/01
TRANSPORTADOR AUTÔNOMO DE CARGA INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;4930-2/02
TRANSPORTADOR AUTÔNOMO DE CARGA - PRODUTOS PERIGOSOS;4930-2/03
TRANSPORTADOR AUTÔNOMO DE CARGA - MUDANÇAS;4930-2/04
VASSOUREIR(A) INDEPENDENTE;3291-4/00
VENDEDOR(A)  AMBULANTE DE PRODUTOS ALIMENTÍCIOS INDEPENDENTE;5612-1/00
VENDEDOR(A) DE AVES VIVAS, COELHOS E OUTROS PEQUENOS ANIMAIS PARA ALIMENTAÇÃO INDEPENDENTE;4724-5/00
VERDUREIRO INDEPENDENTE;4724-5/00
VIDRACEIRO DE AUTOMÓVEIS INDEPENDENTE;4520-0/01
VIDRACEIRO DE EDIFICAÇÕES INDEPENDENTE;4330-4/99
VINAGREIRO INDEPENDENTE;4330-4/99
VINAGREIRO INDEPENDENTE;1099-6/01
VIVEIRISTA INDEPENDENTE;0121-1/01
